total,l1,l2,l3
1,0,23,10
2,0,23,10
3,0,23,10
4,0,23,10
5,0,23,10
6,0,23,10
7,0,23,10
8,0,23,10
9,0,23,10
10,0,23,10
11,0,23,10
12,0,23,10
13,0,23,10
14,0,23,10
15,0,23,10
16,0,23,10
17,0,23,10
18,0,23,10
19,0,23,10
20,0,23,10
21,0,23,10
22,0,23,10
23,0,23,10
24,0,23,10
25,0,23,10
26,0,23,10
27,0,23,10
28,0,23,10
29,0,23,10
30,0,23,10
31,0,23,10
32,0,23,10
33,0,23,10
34,0,22,12
35,0,22,12
36,0,22,12
37,0,22,12
38,0,22,12
39,0,22,12
40,0,22,12
41,0,22,12
42,0,22,12
43,0,22,12
44,0,22,12
45,0,22,12
46,0,22,12
47,0,22,12
48,0,22,12
49,0,22,12
50,0,22,12
51,0,22,12
52,0,22,12
53,0,22,12
54,0,22,12
55,0,22,12
56,0,22,12
57,0,22,12
58,0,22,12
59,0,22,12
60,0,22,12
61,0,22,12
62,0,22,12
63,0,22,12
64,0,22,12
65,0,22,12
66,0,22,12
67,0,22,12
68,0,22,12
69,0,22,12
70,0,22,12
71,0,22,12
72,0,22,12
73,0,22,12
74,0,22,12
75,0,22,12
76,0,22,12
77,0,22,12
78,0,21,13
79,0,21,13
80,0,21,13
81,0,21,13
82,0,21,13
83,0,21,13
84,0,21,13
85,0,21,13
86,0,21,13
87,0,21,13
88,0,21,13
89,0,21,13
90,0,21,13
91,0,21,13
92,0,21,13
93,0,21,13
94,0,21,13
95,0,21,13
96,0,21,13
97,0,21,13
98,0,21,13
99,0,21,13
100,0,21,13
101,0,21,13
102,0,21,13
103,0,21,13
104,0,21,13
105,0,21,13
106,0,21,13
107,0,21,13
108,0,21,13
109,0,21,13
110,0,21,13
111,0,21,13
112,0,21,13
113,0,21,13
114,0,21,13
115,0,21,13
116,0,21,13
117,0,21,13
118,0,21,13
119,0,21,13
120,0,21,13
121,0,21,13
122,0,21,13
123,0,21,13
124,0,21,13
125,0,21,12
126,0,21,12
127,0,21,12
128,0,21,12
129,0,21,12
130,0,21,12
131,0,21,12
132,0,21,12
133,0,21,12
134,0,21,12
135,0,21,12
136,0,21,12
137,0,21,12
138,0,21,12
139,0,21,12
140,0,21,12
141,0,21,12
142,0,21,12
143,0,21,12
144,0,21,12
145,0,21,12
146,0,21,12
147,0,21,12
148,0,21,12
149,0,21,12
150,0,21,12
151,0,21,12
152,0,21,12
153,0,21,12
154,0,21,12
