total,l1,l2,l3
1,0,15,12
2,0,15,12
3,0,15,12
4,0,15,12
5,0,15,12
6,0,15,12
7,0,15,12
8,0,15,12
9,0,15,12
10,0,15,12
11,0,15,12
12,0,15,12
13,0,15,12
14,0,15,12
15,0,15,12
16,0,15,12
17,0,15,12
18,0,15,12
19,0,15,12
20,0,15,12
21,0,15,12
22,0,15,12
23,0,15,12
24,0,15,12
25,0,15,12
26,0,15,12
27,0,15,12
28,0,15,12
29,0,15,12
30,0,15,12
31,0,15,12
32,0,15,12
33,0,15,12
34,0,15,12
35,0,15,12
36,0,15,12
37,0,15,12
38,0,15,12
39,0,15,12
40,0,15,12
41,0,15,12
42,0,15,12
43,0,15,12
44,0,15,12
45,0,15,12
46,0,15,12
47,0,15,12
48,0,15,12
49,0,15,12
50,0,15,12
51,0,15,12
52,0,14,14
53,0,14,14
54,0,14,14
55,0,14,14
56,0,14,14
57,0,14,14
58,0,14,14
59,0,14,14
60,0,14,14
61,0,14,14
62,0,14,14
63,0,14,14
64,0,14,14
65,0,14,14
66,0,14,14
67,0,14,14
68,0,14,14
69,0,14,14
70,0,14,14
71,0,14,14
72,0,14,14
73,0,14,14
74,0,14,14
75,0,14,14
76,0,14,14
77,0,14,14
78,0,14,14
79,0,14,14
80,0,14,14
81,0,14,14
82,0,14,14
83,0,14,14
84,0,14,14
85,0,14,14
86,0,14,14
87,0,14,14
88,0,14,14
89,0,14,14
90,0,14,14
91,0,14,14
92,0,14,14
93,0,14,14
94,0,14,14
95,0,14,14
96,0,14,14
97,0,14,14
98,0,14,14
99,0,14,14
100,0,14,14
101,0,14,14
102,0,14,14
103,0,14,14
104,0,14,14
105,0,14,14
106,0,14,14
107,0,14,14
108,0,14,14
109,0,14,14
110,0,14,14
111,0,14,14
112,0,14,14
113,0,14,14
114,0,14,14
115,0,14,14
116,0,14,14
117,0,14,14
118,0,14,14
119,0,14,14
120,0,14,14
121,0,14,14
122,0,14,14
123,0,14,14
124,0,14,14
125,0,14,14
126,0,14,14
127,0,14,14
128,0,14,14
129,0,14,14
130,0,14,14
131,0,14,14
